STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
"Himachal Pradesh",Bilaspur,PMGSY-II,6,0,6,0,0,0,67.425,56.4592,66.315,57.3808,0
"Himachal Pradesh",Hamirpur,PMGSY-I,151,6,151,6,0,0,759.038,227.8936,753.124,219.0402,0
"Himachal Pradesh",Kinnaur,PMGSY-III,2,0,0,0,2,0,22.69,21.62738,21.675,16.1437,1.015
"Himachal Pradesh",Kullu,PMGSY-III,21,3,11,0,10,3,206.44,214.0774,122.964,109.9406,80.625
"Himachal Pradesh","Lahul And Spiti",PMGSY-II,2,0,2,0,0,0,31.115,31.4474,30.8,34.2168,0
"Himachal Pradesh",Sirmaur,PMGSY-I,238,8,238,8,0,0,1618.913,543.4419,1595.028,512.2654,0
"Jammu And Kashmir",Anantnag,PMGSY-I,292,2,292,2,0,0,1006.53,725.3599,952.225,672.2797,0
"Jammu And Kashmir",Anantnag,PMGSY-II,8,0,7,0,1,0,38,46.4836,35.393,35.3668,2
"Jammu And Kashmir",Ganderbal,PMGSY-III,10,0,9,0,1,0,44.93,33.82683,39.149,28.8842,5.2
"Jammu And Kashmir",Kishtwar,NA,20,0,0,0,20,0,93.21,NA,0,0,93.21
"Jammu And Kashmir",Poonch,PMGSY-III,3,11,1,0,2,11,86.4,202.74419,74.7,93.4842,11.4
"Jammu And Kashmir",Rajouri,PMGSY-III,17,4,8,1,9,3,167.95,235.0394,122.725,153.6179,45.225
"Jammu And Kashmir",Reasi,PMGSY-III,7,5,6,2,1,3,68.64,104.01261,58.74,72.8993,9.9
"Jammu And Kashmir",Samba,NA,3,0,0,0,3,0,29.5,NA,0,0,29.5
"Jammu And Kashmir",Shopian,PMGSY-II,2,0,2,0,0,0,23.65,28.5239,23,21.8045,0
"Jammu And Kashmir",Shopian,PMGSY-III,12,1,12,0,0,1,84.854,101.90697,84.328,94.2932,0
"Jammu And Kashmir",Udhampur,PMGSY-I,398,60,389,55,9,5,3033.195,1773.4541,2909.263,1712.8154,76.402
"Jammu And Kashmir",Udhampur,PMGSY-II,7,0,7,0,0,0,59.3,70.7923,55.9,57.4159,0
Jharkhand,Bokaro,RCPLWEA,13,12,13,8,0,4,91.075,110.99275,91.071,104.9978,0
Jharkhand,Chatra,PMGSY-I,376,36,376,35,0,1,1302.21,568.75223,1284.745,516.9363,0
Jharkhand,Chatra,PMGSY-III,22,11,18,2,4,9,183.866,144.75469,166.013,140.0459,13.818
Jharkhand,Deoghar,PMGSY-III,18,2,14,2,4,0,160.47,105.2488,117.603,87.2818,41.37
Jharkhand,Dhanbad,RCPLWEA,16,0,14,0,2,0,31.401,24.432,31.101,21.9106,0.3
Jharkhand,Garhwa,PMGSY-I,298,40,298,40,0,0,1165.382,429.49684,1148.542,381.7784,0
Jharkhand,Garhwa,PM-JANMAN,11,0,0,0,11,0,38.29,33.7436,0,0,38.29
Jharkhand,Godda,PM-JANMAN,34,0,0,0,34,0,97.425,87.8306,0,0,97.425
Jharkhand,Gumla,PM-JANMAN,34,0,0,0,34,0,124.449,115.53022,10.08,0,114.369
Jharkhand,Hazaribagh,PMGSY-I,417,24,417,23,0,1,1448.699,533.36559,1429.078,462.8879,0
Jharkhand,Hazaribagh,PMGSY-III,16,7,11,3,5,4,190.09,160.63616,177.776,165.8597,12.309
Jharkhand,Jamtara,PMGSY-I,228,5,228,5,0,0,721.994,251.40775,713.172,226.4018,0
Jharkhand,Jamtara,PMGSY-II,3,0,3,0,0,0,37.705,29.2106,37.18,24.3563,0
Jharkhand,Jamtara,PMGSY-III,10,0,0,0,10,0,74.08,42.23419,24.705,18.8455,49.375
Jharkhand,Pakur,PMGSY-III,13,2,12,1,1,1,130.15,90.4895,129.915,104.344,0.235
Jharkhand,Pakur,PM-JANMAN,45,0,0,0,45,0,111.428,109.21174,0,0,111.428
Jharkhand,"Pashchimi Singhbhum",RCPLWEA,31,22,24,16,7,6,302.715,305.34461,253.895,265.2516,47.129
Jharkhand,Ranchi,PMGSY-I,403,12,403,12,0,0,1134.065,446.65972,1111.493,392.1997,0
Jharkhand,Ranchi,PMGSY-III,22,2,10,2,12,0,203.407,130.5189,137.49,83.7923,65.917
Jharkhand,"Saraikela Kharsawan",PMGSY-II,7,0,7,0,0,0,52.16,30.79855,52.045,28.775,0
Jharkhand,"Saraikela Kharsawan",PMGSY-III,17,2,7,0,10,2,159.875,96.29145,121.456,89.7593,38.414
Karnataka,"Bangalore U",PMGSY-II,10,0,10,0,0,0,54.67,18.7393,52.416,17.9575,0
Karnataka,Bidar,PMGSY-II,10,0,10,0,0,0,70.02,34.0262,69.48,33.7712,0
Karnataka,Bidar,PMGSY-III,35,0,34,0,1,0,189.06,102.67988,185.161,96.8938,1.2
Karnataka,Bijapur,PMGSY-III,33,0,30,0,3,0,238.02,143.9942,224.605,141.9941,5.6
Karnataka,Chamarajanagar,PM-JANMAN,5,0,0,0,5,0,5.58,3.8801,0,0,5.58
Karnataka,Chickballapur,PMGSY-I,113,0,113,0,0,0,547.87,104.0092,547.87,120.9034,0
Karnataka,Chickballapur,PMGSY-II,10,0,10,0,0,0,68.42,25.4236,68.42,25.1018,0
Karnataka,Chickmagalur,PMGSY-II,8,0,8,0,0,0,70.8,36.6656,71.5,32.7366,0
Karnataka,Chickmagalur,PMGSY-III,29,14,29,13,0,1,223.918,184.03962,222.42,187.2994,0
Karnataka,Chitradurga,PMGSY-I,124,3,124,3,0,0,528.6,94.7622,528.6,109.2394,0
Karnataka,"Dakshina Kannada",PMGSY-III,21,7,21,7,0,0,172.595,151.51757,172.02,157.0854,0
Karnataka,"Dakshina Kannada",PM-JANMAN,2,1,0,0,2,1,5.75,7.8075,0,0,5.75
Karnataka,Davanagere,PMGSY-III,19,1,18,1,1,0,184.239,118.95733,179.899,115.9278,2.1
Karnataka,Dharwad,PMGSY-II,8,0,8,0,0,0,58.47,26.9067,56.54,26.3361,0
Karnataka,Dharwad,PMGSY-III,22,16,19,15,3,1,164.51,132.0631,151.401,127.1658,9.84
Karnataka,Kodagu,PMGSY-II,6,2,6,2,0,0,40.07,28.9295,40.11,30.5761,0
Karnataka,Koppal,PMGSY-III,19,1,18,1,1,0,138.626,82.32219,133.59,84.6929,1.25
Karnataka,Mandya,PMGSY-III,32,0,32,0,0,0,189.635,118.2531,185.326,107.7412,0
Karnataka,Mysore,PMGSY-II,16,0,16,0,0,0,100.12,48.3633,117.13,48.7997,0
Karnataka,Raichur,PMGSY-III,24,3,20,2,4,1,177.95,119.72044,164.412,113.7037,4.65
Karnataka,Udupi,PMGSY-I,101,1,101,1,0,0,383.01,98.7032,383.01,109.9806,0
Karnataka,Udupi,PM-JANMAN,5,0,0,0,5,0,5.831,5.3238,0,0,5.831
Karnataka,"Uttara Kannada",PMGSY-I,105,2,105,2,0,0,604.202,140.7259,604.202,171.0855,0
Karnataka,"Uttara Kannada",PMGSY-II,15,0,15,0,0,0,90,51.3631,89.14,43.5927,0
Karnataka,Yadgir,PMGSY-II,5,0,5,0,0,0,38.448,18.1973,37.73,17.3365,0
Kerala,Alappuzha,PMGSY-I,70,0,69,0,1,0,97.508,40.0772,93.501,45.8334,1.58
Kerala,Ernakulam,PMGSY-II,9,1,9,1,0,0,32.228,29.43626,29.669,22.0616,0
Kerala,Idukki,PMGSY-II,12,0,11,0,1,0,58.557,52.115,58.06,43.2253,0.45
Kerala,Kottayam,PMGSY-I,61,0,59,0,2,0,151.898,74.0742,143.087,91.701,6.883
Kerala,Kottayam,PMGSY-II,13,0,12,0,1,0,42.982,32.1583,41.428,25.9922,1.253
Kerala,Kozhikode,PMGSY-II,9,0,9,0,0,0,28.656,27.23771,28.448,23.9511,0
Kerala,Palakkad,PMGSY-I,85,0,84,0,1,0,277.88,163.3612,267.416,171.2763,3.77
Kerala,Palakkad,PMGSY-II,14,0,14,0,0,0,56.473,45.02302,56.343,35.7413,0
Kerala,Pathanamthitta,PMGSY-I,78,0,76,0,2,0,186.627,88.0831,175.268,107.3106,6.8
Kerala,Thiruvananthapuram,PMGSY-III,23,1,11,0,12,1,114.005,94.07263,69.307,48.843,43.388
Ladakh,Kargil,PMGSY-I,88,2,83,2,5,0,624.385,488.9227,594.99,442.2754,13.5
Ladakh,Kargil,PMGSY-II,8,1,6,1,2,0,43.3,54.9769,41.85,47.1125,1.6
Ladakh,Kargil,PMGSY-III,27,0,2,0,25,0,209.43,228.9736,12.7,80.9051,196.23
Ladakh,Leh,PMGSY-I,40,0,39,0,1,0,499.73,317.1121,409.105,260.3593,8
Ladakh,Leh,PMGSY-II,5,0,5,0,0,0,36.03,33.0628,35.992,27.4632,0
"Madhya Pradesh",Anuppur,PM-JANMAN,95,0,5,0,90,0,213.845,149.03228,22.689,0,190.715
"Madhya Pradesh",Balaghat,PMGSY-II,13,5,13,5,0,0,152.395,91.9018,152.115,82.4429,0
"Madhya Pradesh",Balaghat,PM-JANMAN,52,0,9,0,43,0,121.45,91.67759,25.311,0,95.92
"Madhya Pradesh",Barwani,PMGSY-I,326,28,326,28,0,0,1460.21,491.59813,1372.078,521.2107,0
"Madhya Pradesh",Barwani,PMGSY-II,11,18,11,18,0,0,104.689,90.48632,104.694,70.5735,0
"Madhya Pradesh",Barwani,PMGSY-III,34,22,28,20,6,2,264.127,208.16833,262.418,159.3358,0.73
"Madhya Pradesh",Bhopal,PMGSY-I,122,2,122,2,0,0,384.04,149.6057,349.71,140.4538,0
"Madhya Pradesh",Chhindwara,PMGSY-III,28,41,21,22,7,19,397.941,354.79959,371.341,244.4448,24.615
"Madhya Pradesh",Chhindwara,PM-JANMAN,44,0,0,0,44,0,156.045,118.32171,1.68,0,154.365
"Madhya Pradesh",Damoh,PMGSY-II,6,4,5,4,1,0,138.571,79.7324,136.31,71.5239,2.2
"Madhya Pradesh",Datia,PM-JANMAN,8,0,2,0,6,0,14.7,10.63225,2.429,0,12.2
"Madhya Pradesh",Dewas,PMGSY-II,6,0,6,0,0,0,95.19,64.6193,93.056,58.3559,0
"Madhya Pradesh",Dindori,PMGSY-III,23,5,23,0,0,5,262.155,197.15199,259.109,114.2435,0
"Madhya Pradesh",Gwalior,PMGSY-I,183,5,183,5,0,0,641.945,208.9239,615.651,179.8316,0
"Madhya Pradesh",Gwalior,PMGSY-II,11,2,11,2,0,0,82.775,61.2194,83.531,53.241,0
"Madhya Pradesh",Harda,PMGSY-I,128,14,128,14,0,0,728.87,237.52875,663.859,251.2175,0
"Madhya Pradesh",Harda,PMGSY-III,11,9,8,8,3,1,117.94,84.12113,112.651,66.6992,4.435
"Madhya Pradesh",Hoshangabad,PMGSY-I,302,6,302,6,0,0,1090.065,384.5404,1039.871,419.6596,0
"Madhya Pradesh",Hoshangabad,PMGSY-III,25,15,18,10,7,5,270.328,199.08407,250.057,145.2338,15.668
"Madhya Pradesh",Indore,PMGSY-II,4,6,4,6,0,0,75.825,54.8604,69.022,50.7731,0
"Madhya Pradesh",Jabalpur,PMGSY-II,12,1,12,1,0,0,88.569,55.16428,88.128,48.6699,0
"Madhya Pradesh",Jabalpur,PM-JANMAN,5,0,0,0,5,0,12.23,8.28579,0,0,12.23
"Madhya Pradesh",Jhabua,PMGSY-I,402,17,402,17,0,0,1606.875,496.37632,1562.114,470.2808,0
"Madhya Pradesh",Jhabua,PMGSY-II,7,7,7,7,0,0,89.85,52.26852,89.38,46.7523,0
"Madhya Pradesh",Katni,PM-JANMAN,1,0,0,0,1,0,3.5,2.84269,0,0,3.5
"Madhya Pradesh",Maihar,PMGSY-I,107,0,107,0,0,0,357.48,91.1128,352.215,81.8197,0
"Madhya Pradesh",Maihar,PMGSY-III,7,2,7,2,0,0,68.085,43.4148,66.974,32.9468,0
"Madhya Pradesh",Mandla,PMGSY-II,7,3,7,3,0,0,110.23,74.66595,107.63,67.4492,0
"Madhya Pradesh",Mauganj,PMGSY-II,1,0,1,0,0,0,11.03,6.0382,11,5.0817,0
"Madhya Pradesh",Morena,PMGSY-III,22,13,20,11,2,2,269.264,218.71788,259.053,163.9058,3.17
"Madhya Pradesh",Narsinghpur,PMGSY-I,324,12,324,12,0,0,1184.635,405.16509,1127.469,402.8182,0
"Madhya Pradesh",Neemuch,PMGSY-I,150,0,150,0,0,0,710.495,201.2118,698.652,182.7586,0
"Madhya Pradesh",Pandhurna,PMGSY-II,1,2,1,2,0,0,32,23.3588,31.41,21.3156,0
"Madhya Pradesh",Rajgarh,PMGSY-II,13,4,13,4,0,0,94.16,63.5722,90.954,53.9898,0
"Madhya Pradesh",Satna,PMGSY-III,21,13,20,12,1,1,238.092,158.70918,229.497,119.2152,4.9
"Madhya Pradesh",Sehore,PMGSY-I,361,11,361,11,0,0,1568.35,497.53073,1503.002,510.6599,0
"Madhya Pradesh",Sehore,PMGSY-III,20,10,20,6,0,4,219.53,184.85495,217.098,144.9676,0
"Madhya Pradesh",Sheopur,PMGSY-II,3,24,3,24,0,0,61.2,75.27924,60.62,73.4555,0
"Madhya Pradesh",Shivpuri,PM-JANMAN,86,0,0,0,86,0,189.448,135.0207,21.83,0,167.618
"Madhya Pradesh",Sidhi,PM-JANMAN,77,0,0,0,77,0,218.839,159.1708,26.136,0,192.703
"Madhya Pradesh",Tikamgarh,PMGSY-II,7,0,7,0,0,0,67.08,39.42352,66.345,30.0865,0
"Madhya Pradesh",Umaria,PM-JANMAN,25,0,0,0,25,0,64.165,42.6171,1.85,0,62.315
"Madhya Pradesh",Vidisha,PMGSY-II,8,12,8,12,0,0,143.085,120.83913,142.462,104.2672,0
Maharashtra,Ahmednagar,PMGSY-III,59,4,25,0,34,4,414.45,321.6229,287.15,234.4621,126.72
Maharashtra,Amrawati,PMGSY-II,8,2,8,2,0,0,66.6,33.8249,65.9,30.3332,0
Maharashtra,Aurangabad,PMGSY-I,167,44,167,44,0,0,672.085,182.5027,659.03,174.4602,0
Maharashtra,Bhandara,PMGSY-II,10,0,10,0,0,0,66.61,36.1044,65.785,32.312,0
Maharashtra,Chandrapur,PMGSY-II,15,1,15,1,0,0,99.04,63.6278,98.053,53.3742,0
Maharashtra,Chandrapur,RCPLWEA,20,44,20,44,0,0,131.96,194.261,130.31,160.5315,0
Maharashtra,Gadchiroli,PM-JANMAN,10,0,0,0,10,0,31.39,29.56657,0,0,31.39
Maharashtra,Hingoli,PMGSY-III,16,3,16,0,0,3,111.18,86.05522,108.8,94.6343,0
Maharashtra,Jalgaon,PMGSY-I,172,16,172,16,0,0,788.33,202.1156,783.744,200.2672,0
Maharashtra,Kolhapur,PMGSY-I,140,10,140,9,0,1,584.11,172.3683,579.25,186.7419,0
Maharashtra,Latur,PMGSY-II,8,16,8,16,0,0,67.27,74.4051,66.85,65.4157,0
Maharashtra,Nagpur,PMGSY-III,32,18,26,0,6,18,222.805,234.64301,209.29,152.3998,11.92
Maharashtra,Nanded,PMGSY-III,30,3,14,0,16,3,214.44,183.85686,125.299,112.4278,86.281
Maharashtra,Nandurbar,PMGSY-III,21,0,10,0,11,0,155.815,102.41629,131.67,73.745,23.51
Maharashtra,Nashik,PMGSY-III,68,11,35,0,33,11,420.105,339.6342,261.175,247.4341,155.03
Maharashtra,Osmanabad,PMGSY-III,24,8,13,0,11,8,179.01,176.41947,162.917,135.526,14.958
Maharashtra,Palghar,PMGSY-I,186,1,186,1,0,0,371.319,132.5923,357.308,119.3815,0
Maharashtra,Palghar,PMGSY-II,6,1,6,1,0,0,56.9,30.8962,51.91,28.4738,0
Maharashtra,Parbhani,PMGSY-III,16,2,2,0,14,2,114.165,120.98003,14.1,69.1498,100.065
Maharashtra,Raigad,PMGSY-I,88,2,88,2,0,0,321.595,115.5063,312.29,129.5261,0
Maharashtra,Raigad,PMGSY-III,15,0,7,0,8,0,76.75,61.92584,50.943,19.1574,25.607
Maharashtra,Ratnagiri,PMGSY-II,14,7,14,7,0,0,85.91,50.1249,85.61,47.7912,0
Maharashtra,Ratnagiri,PMGSY-III,46,0,16,0,30,0,280.066,228.07262,150.44,112.8701,128.887
Maharashtra,Sangali,PMGSY-I,207,8,207,8,0,0,692.662,151.3623,676.734,153.4437,0
Maharashtra,Sangali,PMGSY-III,29,0,14,0,15,0,180.753,144.66676,109.13,105.9586,71.116
Maharashtra,Sindhudurg,PMGSY-I,133,7,133,7,0,0,472.33,167.5529,462.475,169.8385,0
Maharashtra,Sindhudurg,PMGSY-II,17,3,17,3,0,0,81.782,53.8889,94.798,52.4985,0
Maharashtra,Sindhudurg,PMGSY-III,39,0,0,0,39,0,168.688,141.41354,24.35,24.1597,144.338
Maharashtra,Solapur,PMGSY-III,46,2,35,0,11,2,309.95,245.77878,263.86,227.2324,42.75
Maharashtra,Thane,PMGSY-III,17,0,5,0,12,0,87.81,57.7251,60.18,35.6868,27.23
Maharashtra,Washim,PMGSY-I,104,9,104,9,0,0,479.75,102.462,473.08,98.9662,0
Maharashtra,Washim,PMGSY-II,6,1,6,1,0,0,39.38,24.2801,39.38,21.3985,0
Manipur,Bishnupur,PMGSY-III,10,0,0,0,10,0,67.334,52.87731,0,0.2834,67.334
Manipur,Chandel,PMGSY-II,3,0,1,0,2,0,13.68,12.0844,10,7.3919,3.68
Manipur,Churachandpur,PMGSY-I,217,38,178,22,39,16,2304.885,1113.40415,1911.436,830.5138,393.62
Manipur,Tamenglong,PMGSY-II,2,1,0,1,2,0,20.4,19.0556,10,10.9501,10.4
Manipur,Tamenglong,PMGSY-III,2,0,0,0,2,0,20.2,17.74663,0,0.143,20.2
Manipur,Thoubal,PMGSY-I,185,17,184,12,1,5,563.599,288.25917,570.77,242.4814,0
Meghalaya,"East Khasi Hills",PMGSY-II,18,0,18,0,0,0,106.012,73.62574,105.915,71.7412,0
Meghalaya,"East Khasi Hills",PMGSY-III,31,4,13,0,18,4,240.852,248.90969,122.356,78.7698,118.491
Mizoram,Champhai,PMGSY-I,59,0,59,0,0,0,748.765,391.1319,748.851,387.3266,0
Mizoram,Champhai,PMGSY-II,1,0,1,0,0,0,60,95.2352,60,87.8885,0
Mizoram,Kolasib,PMGSY-I,6,0,6,0,0,0,63.87,60.5714,63.87,51.9248,0
Mizoram,Lawngtlai,PMGSY-I,56,0,55,0,1,0,549.6,437.4462,542.43,410.3185,0
Mizoram,Lawngtlai,PMGSY-II,1,0,1,0,0,0,32,25.8464,32,24.631,0
Nagaland,Kiphire,PMGSY-II,1,0,1,0,0,0,17,16.97,17,16.97,0
Nagaland,Kiphire,PMGSY-III,2,0,0,0,2,0,19.09,18.0701,0,1.3988,19.09
Nagaland,Kohima,PMGSY-I,18,1,17,1,1,0,192.36,67.4258,185.86,70.3045,6.5
Nagaland,Mokokchung,PMGSY-I,26,0,26,0,0,0,292.5,38.6968,292.5,38.8802,0
Nagaland,Mokokchung,PMGSY-II,1,0,1,0,0,0,15,15.8051,15,15.8173,0
Nagaland,Tuensang,PMGSY-I,45,10,44,10,1,0,584.98,176.1181,582.48,170.1337,2.5
Nagaland,Zunheboto,PMGSY-II,1,0,1,0,0,0,18,16.6787,18,16.6788,0
Odisha,Angul,PMGSY-III,31,2,31,2,0,0,236.845,154.8914,228.715,137.6003,0
Odisha,Balasore,PMGSY-I,702,13,702,13,0,0,2505.605,1122.8988,2350.677,1175.1676,0
Odisha,Boudh,PMGSY-III,11,2,11,2,0,0,82.54,57.07282,81.076,55.8775,0
Odisha,Deogarh,PMGSY-II,4,0,4,0,0,0,35.9,15.437,36.726,14.8763,0
Odisha,Ganjam,PM-JANMAN,14,1,0,0,14,1,46.871,56.1617,0,0,46.871
Odisha,Jagatsinghpur,PMGSY-I,268,0,268,0,0,0,1047.628,452.3774,1030.216,437.243,0
Odisha,Jagatsinghpur,PMGSY-II,10,0,10,0,0,0,71.56,35.974,71.53,28.2318,0
Odisha,Jharsuguda,PMGSY-II,5,0,5,0,0,0,48.757,20.2333,47.457,17.1657,0
Odisha,Jharsuguda,PMGSY-III,30,6,30,5,0,1,147.359,91.1303,145.069,78.3231,0
Odisha,Kalahandi,PMGSY-III,44,13,32,5,12,8,367.59,255.952,325.478,205.1835,37.747
Odisha,Kandhamal,PMGSY-I,395,30,395,30,0,0,1735.042,710.59794,1659.08,737.4596,0
Odisha,Kandhamal,PMGSY-III,53,3,49,3,4,0,355.132,205.6077,317.252,182.2933,29.08
Odisha,Kandhamal,PM-JANMAN,4,0,0,0,4,0,9.2,8.202,0,0,9.2
Odisha,Keonjhar,PMGSY-I,780,22,780,22,0,0,3149.791,1258.3727,3065.982,1284.7914,0
Odisha,Khurda,PMGSY-I,336,6,336,6,0,0,1104.998,485.3769,1070.264,464.5063,0
Odisha,Koraput,PMGSY-III,66,2,63,2,3,0,449.21,264.73846,443.872,232.0668,1.72
Odisha,Malkangiri,PMGSY-III,37,4,28,1,9,3,247.285,156.37492,224.963,118.0588,20.635
Odisha,Mayurbhanj,PMGSY-II,76,3,76,3,0,0,310.147,146.92307,307.533,157.6336,0
Odisha,Mayurbhanj,PM-JANMAN,2,0,0,0,2,0,10.8,10.4584,0,0,10.8
Odisha,Nawarangpur,PMGSY-II,15,2,15,2,0,0,119.74,68.7833,121.258,66.4907,0
Odisha,Nayagarh,PMGSY-II,15,0,15,0,0,0,94.85,42.3755,93.339,37.3433,0
Odisha,Rayagada,PM-JANMAN,15,0,2,0,13,0,42.17,40.5036,6.568,0,35.45
Odisha,Sonepur,PMGSY-III,30,3,30,2,0,1,191.854,144.2091,184.959,131.9224,0
Odisha,Sundargarh,PMGSY-III,72,7,69,6,3,1,495.054,308.58704,472.564,265.1273,9.428
Puducherry,Karaikal,PMGSY-II,10,0,10,0,0,0,15.17,5.6712,14.331,9.1361,0
Puducherry,Puducherry,PMGSY-III,33,0,0,0,33,0,90.737,57.09026,0,0,90.737
Punjab,Amritsar,PMGSY-II,12,0,12,0,0,0,126.07,79.9336,126.07,64.0289,0
Punjab,Barnala,PMGSY-I,19,0,19,0,0,0,191.51,89.8188,191.51,85.5467,0
Punjab,Bathinda,PMGSY-I,27,0,27,0,0,0,194.34,65.6494,194.34,56.5387,0
Punjab,"Fatehgarh Sahib",PMGSY-I,21,0,21,0,0,0,197.24,75.87,197.24,72.714,0
Punjab,"Fatehgarh Sahib",PMGSY-II,5,0,5,0,0,0,51.01,34.3095,51.01,23.6177,0
Punjab,Fazilka,PMGSY-III,13,2,9,1,4,1,138.86,120.0087,101.07,76.4758,34.86
Punjab,Firozpur,PMGSY-II,9,1,9,1,0,0,86.16,56.7187,85.89,49.0907,0
Punjab,Firozpur,PMGSY-III,6,0,3,0,3,0,62.94,62.01797,28.93,42.4141,34.01
Punjab,Gurdaspur,PMGSY-I,122,0,122,0,0,0,416.23,126.356,406.8,107.6597,0
Punjab,Gurdaspur,PMGSY-II,2,0,2,0,0,0,16.18,11.3656,16.18,8.1924,0
Punjab,Mansa,PMGSY-III,6,1,6,0,0,1,47.35,38.4315,47.35,33.4994,0
Punjab,Moga,PMGSY-III,20,2,13,1,7,1,212.37,166.57643,154.365,114.9194,56.58
Punjab,Mukatsar,PMGSY-II,10,0,10,0,0,0,114.86,75.1052,111.28,61.9397,0
Punjab,Patiala,PMGSY-I,53,0,53,0,0,0,368.76,179.9957,368.51,162.2487,0
Rajasthan,Alwar,PMGSY-III,26,0,26,0,0,0,210.542,120.14714,207.155,94.8963,0
Rajasthan,Balotra,PMGSY-II,5,2,5,2,0,0,51.24,20.95518,52.74,15.1681,0
Rajasthan,Banswara,PMGSY-II,14,1,14,1,0,0,112.125,48.7737,112.35,32.2192,0
Rajasthan,Barmer,PMGSY-II,6,0,6,0,0,0,60.4,15.6465,60.4,10.9194,0
Rajasthan,Beawar,PMGSY-III,16,0,16,0,0,0,160.4,82.10855,160.4,61.717,0
Rajasthan,Bikaner,PMGSY-I,497,0,497,0,0,0,3068.25,519.5605,2935.64,446.0113,0
Rajasthan,Bundi,PMGSY-III,23,5,23,2,0,3,177.383,130.0819,171.57,104.8368,0
Rajasthan,Chittaurgarh,PMGSY-I,299,0,299,0,0,0,1303.87,249.648,1273.47,224.7355,0
Rajasthan,Chittaurgarh,PMGSY-III,34,2,32,2,2,0,263.953,166.02474,248.502,114.255,12.2
Rajasthan,Dausa,PMGSY-II,8,0,8,0,0,0,62.8,24.4409,62.8,17.53,0
Rajasthan,Dausa,PMGSY-III,28,0,28,0,0,0,235.75,121.2039,233.117,90.2558,0
Rajasthan,Deeg,PMGSY-II,4,0,4,0,0,0,47.8,23.90075,47.8,19.3575,0
Rajasthan,Dholpur,PMGSY-I,253,0,253,0,0,0,854.78,141.0214,767.14,148.4429,0
Rajasthan,"Didwana Kuchaman",PMGSY-I,408,0,408,0,0,0,1425.96,246.0818,1350.96,212.9428,0
Rajasthan,"Didwana Kuchaman",PMGSY-II,10,0,10,0,0,0,106,46.3672,106,31.6625,0
Rajasthan,Hanumangarh,PMGSY-II,9,0,9,0,0,0,102.6,35.54673,102.6,29.7621,0
Rajasthan,Jaipur,PMGSY-I,667,0,667,0,0,0,2337.743,504.0394,2277.758,450.0756,0
Rajasthan,Jaisalmer,PMGSY-I,277,0,277,0,0,0,2005.68,267.1791,1959.13,233.0147,0
Rajasthan,Jhalawar,PMGSY-I,381,0,381,0,0,0,1489.68,338.9605,1438.64,304.427,0
Rajasthan,Jodhpur,PMGSY-I,596,0,596,0,0,0,2374.8,402.2906,2321.837,327.5115,0
Rajasthan,Karauli,PMGSY-II,11,1,11,1,0,0,69.75,23.787,69.75,17.2135,0
Rajasthan,"Khairthal Tijara",PMGSY-II,8,0,8,0,0,0,59.826,19.0538,59.826,16.5637,0
Rajasthan,Kota,PMGSY-I,162,0,162,0,0,0,718.34,168.1016,685.71,170.7161,0
Rajasthan,"Kotputli Behror",PMGSY-II,8,0,8,0,0,0,69.61,32.9576,69.74,27.586,0
Rajasthan,Nagaur,PMGSY-II,9,0,9,0,0,0,87,27.5542,87,19.1417,0
Rajasthan,Pratapgarh,PMGSY-I,452,0,452,0,0,0,1436.095,326.7776,1393.137,281.9479,0
Rajasthan,Sawaimadhopur,PMGSY-II,10,0,10,0,0,0,71.051,26.2554,70.651,22.0179,0
Rajasthan,Sirohi,PMGSY-II,11,0,11,0,0,0,69.85,23.6464,69.85,18.8877,0
Rajasthan,"Sri Ganganagar",PMGSY-I,148,1,148,1,0,0,873.39,188.1861,853.89,161.9032,0
Rajasthan,"Sri Ganganagar",PMGSY-III,18,0,17,0,1,0,192.525,90.7131,191.925,58.9099,0.6
Rajasthan,Udaipur,PMGSY-II,13,0,13,0,0,0,109.35,46.4917,109.5,30.1247,0
Sikkim,East,PMGSY-II,3,0,3,0,0,0,7.8,6.7633,6.92,5.7281,0
Sikkim,North,PMGSY-II,2,0,2,0,0,0,5,3.9899,5,3.7181,0
Sikkim,Pakyong,PMGSY-I,131,22,127,21,4,1,722.965,424.7631,703.01,431.9514,6.375
Sikkim,Soreng,PMGSY-III,11,4,0,0,11,4,73.35,83.49577,8.7,22.0188,64.65
"Tamil Nadu",Ariyalur,PMGSY-I,171,0,171,0,0,0,368.847,102.83873,368.806,94.2441,0
"Tamil Nadu",Ariyalur,PMGSY-III,12,0,10,0,2,0,47.521,20.2326,43.523,15.5023,4
"Tamil Nadu",Chengalpattu,PMGSY-I,197,0,197,0,0,0,403.113,90.8977,400.157,-16.8283,0
